Org	Gene	ID	TimePoint	Average	SD	Rep1	Rep2	Rep3	SwissProt
Rv	g1677.t1	Dev	B6	53.269	8.550	45.318	52.174	62.314	SAHS2_RAMVA
Rv	g1677.t1	Dev	B7	107.386	57.429	149.601	41.990	130.568	SAHS2_RAMVA
Rv	g1677.t1	Dev	E1	6.948	2.240	5.162	6.221	9.462	SAHS2_RAMVA
Rv	g1677.t1	Dev	E2	35.372	16.400	19.793	52.486	33.837	SAHS2_RAMVA
Rv	g1677.t1	Dev	E3	0.000	0.000	0.000	0.000	0.000	SAHS2_RAMVA
Rv	g1677.t1	Dev	E4	48.405	17.503	28.432	55.716	61.067	SAHS2_RAMVA
Rv	g1677.t1	Dev	E5	74.055	17.216	54.766	87.864	79.534	SAHS2_RAMVA
Rv	g1680.t1	PB	act	12.883	8.255	4.933	21.412	12.302	SAHS2_RAMVA
Rv	g1680.t1	PB	tun	27.939	9.964	38.323	27.038	18.456	SAHS2_RAMVA
Rv	g1680.t1	Dev	B1	1.245	2.157	0.000	0.000	3.736	SAHS2_RAMVA
Rv	g1680.t1	Dev	B2	0.000	0.000	0.000	0.000	0.000	SAHS2_RAMVA
Rv	g1680.t1	Dev	B3	0.000	0.000	0.000	0.000	0.000	SAHS2_RAMVA
Rv	g1680.t1	Dev	B4	1.612	2.792	0.000	4.836	0.000	SAHS2_RAMVA
Rv	g1680.t1	Dev	B5	0.596	1.033	0.000	0.000	1.789	SAHS2_RAMVA
Rv	g1680.t1	Dev	B6	3.806	3.558	7.048	4.369	0.000	SAHS2_RAMVA
Rv	g1680.t1	Dev	B7	0.571	0.989	0.000	0.000	1.713	SAHS2_RAMVA
Rv	g1680.t1	Dev	E1	0.564	0.978	0.000	1.693	0.000	SAHS2_RAMVA
Rv	g1680.t1	Dev	E2	3.079	2.865	0.000	3.571	5.667	SAHS2_RAMVA
Rv	g1680.t1	Dev	E3	0.000	0.000	0.000	0.000	0.000	SAHS2_RAMVA
Rv	g1680.t1	Dev	E4	5.967	6.871	4.422	13.479	0.000	SAHS2_RAMVA
Rv	g1680.t1	Dev	E5	3.312	5.737	9.937	0.000	0.000	SAHS2_RAMVA
Rv	g1681.t1	PB	act	289.163	25.238	273.630	275.576	318.284	SAHS2_RAMVA
Rv	g1681.t1	PB	tun	692.845	21.705	708.129	668.001	702.404	SAHS2_RAMVA
Rv	g1681.t1	Dev	B1	462.726	38.132	443.371	438.153	506.653	SAHS2_RAMVA
Rv	g1681.t1	Dev	B2	335.698	33.002	302.642	335.806	368.645	SAHS2_RAMVA
Rv	g1681.t1	Dev	B3	346.676	8.237	350.174	337.268	352.587	SAHS2_RAMVA
Rv	g1681.t1	Dev	B4	170.719	44.557	119.331	198.590	194.236	SAHS2_RAMVA
Rv	g1681.t1	Dev	B5	269.114	48.425	223.010	319.567	264.766	SAHS2_RAMVA
Rv	g1681.t1	Dev	B6	366.574	306.550	715.939	142.587	241.195	SAHS2_RAMVA
Rv	g1681.t1	Dev	B7	194.768	102.111	259.305	77.042	247.957	SAHS2_RAMVA
Rv	g1681.t1	Dev	E1	27.661	10.089	17.219	37.355	28.408	SAHS2_RAMVA
Rv	g1681.t1	Dev	E2	266.265	27.725	236.051	290.539	272.205	SAHS2_RAMVA
Rv	g1681.t1	Dev	E3	3.997	3.271	7.704	2.772	1.516	SAHS2_RAMVA
Rv	g1681.t1	Dev	E4	165.462	9.667	156.500	164.180	175.706	SAHS2_RAMVA
Rv	g1681.t1	Dev	E5	453.535	82.301	548.086	414.539	397.979	SAHS2_RAMVA
Rv	g1807.t1	PB	act	11.839	0.347	11.737	12.226	11.554	SAHS2_RAMVA
Rv	g1807.t1	PB	tun	6.927	0.697	7.659	6.272	6.850	SAHS2_RAMVA
Rv	g1807.t1	Dev	B1	0.860	0.777	1.513	0.000	1.067	SAHS2_RAMVA
Rv	g1807.t1	Dev	B2	0.286	0.496	0.000	0.000	0.859	SAHS2_RAMVA
Rv	g1807.t1	Dev	B3	0.145	0.251	0.435	0.000	0.000	SAHS2_RAMVA
Rv	g1807.t1	Dev	B4	0.809	0.496	0.494	1.381	0.551	SAHS2_RAMVA
Rv	g1807.t1	Dev	B5	1.668	0.277	1.986	1.485	1.532	SAHS2_RAMVA
Rv	g1807.t1	Dev	B6	0.224	0.387	0.671	0.000	0.000	SAHS2_RAMVA
Rv	g1807.t1	Dev	B7	0.652	1.129	0.000	0.000	1.956	SAHS2_RAMVA
Rv	g1807.t1	Dev	E1	14.695	3.929	13.369	11.601	19.115	SAHS2_RAMVA
Rv	g1807.t1	Dev	E2	10.122	1.164	10.253	11.215	8.898	SAHS2_RAMVA
Rv	g1807.t1	Dev	E3	12.405	1.922	12.759	10.330	14.124	SAHS2_RAMVA
Rv	g1807.t1	Dev	E4	8.360	2.448	6.312	7.696	11.071	SAHS2_RAMVA
Rv	g1807.t1	Dev	E5	1.891	3.276	5.674	0.000	0.000	SAHS2_RAMVA
Rv	g5852.t1	PB	act	11.038	5.877	7.697	7.593	17.823	SAHS1_RAMVA
Rv	g5852.t1	PB	tun	57.805	3.622	55.308	61.959	56.150	SAHS1_RAMVA
Rv	g5852.t1	Dev	B1	143.531	18.977	165.380	134.044	131.168	SAHS1_RAMVA
Rv	g5852.t1	Dev	B2	120.625	5.407	114.871	121.404	125.601	SAHS1_RAMVA
Rv	g5852.t1	Dev	B3	66.896	8.012	62.997	76.112	61.581	SAHS1_RAMVA
Rv	g5852.t1	Dev	B4	21.487	10.481	9.451	26.410	28.600	SAHS1_RAMVA
Rv	g5852.t1	Dev	B5	64.386	18.171	43.411	74.389	75.358	SAHS1_RAMVA
Rv	g5852.t1	Dev	B6	91.823	45.678	105.380	40.901	129.187	SAHS1_RAMVA
Rv	g5852.t1	Dev	B7	43.577	12.400	44.533	55.471	30.727	SAHS1_RAMVA
Rv	g5852.t1	Dev	E1	1.327	1.321	0.000	2.642	1.339	SAHS1_RAMVA
Rv	g5852.t1	Dev	E2	2.802	4.852	8.405	0.000	0.000	SAHS1_RAMVA
Rv	g5852.t1	Dev	E3	0.000	0.000	0.000	0.000	0.000	SAHS1_RAMVA
Rv	g5852.t1	Dev	E4	0.000	0.000	0.000	0.000	0.000	SAHS1_RAMVA
Rv	g5852.t1	Dev	E5	18.563	23.532	0.000	10.660	45.029	SAHS1_RAMVA
